query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,adaptive,adaptive_reranking_only,False,True,reranking_only,"עיריית חיפה מזמינה אתכם לדווח על מפגעים עירוניים. אנו עומדים לרשותכם 24 שעות ביממה.

לשירות בנושאי ארנונה, מים (מי כרמל), מתן אישור לטאבו, אגרות שירותים בחינוך - יש ליצור קשר עם מוקד השירות לתושב

שירותי הווטסאפ והמסנג'ר פועלים בימי א' - ה', בין השעות 07:00 - 19:00.
בסופי שבוע וחגים (כולל שבתות), בין השעות 07:00 - 14:00.","על סמך המידע שסופק במסמכים, איני יודע את התשובה לשאלתך. המסמכים המצורפים עוסקים בחלוקה גאו-סטטיסטית ובמפות העיר בלבד, ואינם מכילים מידע לגבי המוקד העירוני או דרכי התקשורת עמו.",1.0,1.0,0.0,1.0,0.0
האם ניתן ליצור קשר עם המוקד העירוני בנושאים שונים?,adaptive,adaptive_both,True,True,both,"עיריית חיפה מזמינה אתכם לדווח על מפגעים עירוניים. אנו עומדים לרשותכם 24 שעות ביממה.

לשירות בנושאי ארנונה, מים (מי כרמל), מתן אישור לטאבו, אגרות שירותים בחינוך - יש ליצור קשר עם מוקד השירות לתושב

שירותי הווטסאפ והמסנג'ר פועלים בימי א' - ה', בין השעות 07:00 - 19:00.
בסופי שבוע וחגים (כולל שבתות), בין השעות 07:00 - 14:00.","על סמך המסמכים שסופקו, איני יודע לענות על שאלתך.

המסמכים המצורפים מכילים נתונים סטטיסטיים בלבד לגבי כמות בקשות למידע (חוק חופש המידע) ותלונות ציבור לשנים 2023-2024, ואינם כוללים מידע על תחומי האחריות של מוקד 106 או על אופן הטיפול בנושאים שציינת (ארנונה, city4u, דוחות חניה וכו').",0.0,0.0,0.0,1.0,0.0
אם אני רוצה לשלם ארנונה — למי פונים?,adaptive,adaptive_enrichment_only,True,False,enrichment_only,"מוקד תשלומים – טלפון 1-700-700-060 (מענה אנושי: ימים א’ – ה’ בין השעות 07:30 – 14:30 | מענה ממוחשב: 24 שעות ביממה).

תשלום בהוראת קבע בבנק - יש למלא ולהחתים את סניף הבנק על טופס הוראה לחיוב חשבון הבנק.

באתר אינטרנט מאובטח - תשלום בכרטיס אשראי.","שלום, כעוזר AI רשמי של עיריית חיפה, להלן המידע בנוגע לתשלום ארנונה המופיע במסמכים שסופקו:

**דרכי תשלום ארנונה:**

*   **תשלום מקוון בכרטיס אשראי:** ניתן לשלם בכרטיס אשראי דרך [אתר אינטרנט מאובטח](https://www.haifa.muni.il/resident-service/arnona/tax-payment/).
*   **הוראת קבע:** ניתן לשלם בהוראת קבע בבנק עד 12 תשלומים. לשם כך יש למלא ולהחתים את סניף הבנק על [טופס הוראה לחיוב חשבון הבנק](https://www.haifa.muni.il/resident-service/arnona/tax-payment/). כל תשלום שלא ישולם במועדו יישא הפרשי הצמדה וריבית בהתאם לחוק.
*   **הסדר תשלומים (תקופתי):** ניתן לשלם את הארנונה ב-6 תשלומים בתאריכים: 1/1, 1/3, 1/5, 1/7, 1/9 ו-1/11.
*   **תשלום מראש (הנחות):**
    *   תשלום הארנונה מראש עד ה-31 בדצמבר בשנת הכספים הקודמת יזכה בהנחה של 2%.
    *   תשלום הארנונה מראש עד ה-31 בינואר בשנת הכספים הנוכחית יזכה בהנחה של 1%.

**מידע חסר במסמכים:**
במסמכים שסופקו לא מופיע מידע לגבי:
*   פרטי התקשרות ישירים (טלפון, דוא""ל או קבלת קהל) מול אגף הגבייה.
*   אופן בירור יתרת חוב.
*   אזכור ספציפי למערכת בשם ""City4u"".",0.5,0.5,0.6,0.7,0.5
אם אני רוצה לשלם ארנונה — למי פונים?,adaptive,adaptive_reranking_only,False,True,reranking_only,"מוקד תשלומים – טלפון 1-700-700-060 (מענה אנושי: ימים א’ – ה’ בין השעות 07:30 – 14:30 | מענה ממוחשב: 24 שעות ביממה).

תשלום בהוראת קבע בבנק - יש למלא ולהחתים את סניף הבנק על טופס הוראה לחיוב חשבון הבנק.

באתר אינטרנט מאובטח - תשלום בכרטיס אשראי.","על סמך המסמכים שסופקו, אינני יודע למי יש לפנות לצורך תשלום הארנונה, שכן לא מצוינים בהם פרטי קשר, שמות מחלקות רלוונטיות או קישורים לביצוע התשלום.

עם זאת, המסמכים מפרטים את **אופני** התשלום האפשריים:
*   ניתן לשלם בשישה תשלומים, בתחילת כל חודש אי-זוגי.
*   ניתן לשלם בהוראת קבע עד 12 תשלומים.
*   מי שמשלם עד ה-31 בינואר זכאי להנחה.

מקורות:
*   [פרוטוקול המועצה צו מיסים 2023](https://www.haifa.muni.il/wp-content/uploads/2021/08/פרוטוקול-המועצה-צו-מיסים-2023.pdf)
*   [פרוטוקול מיום 28.6.22 צו המיסים PDFUA](https://www.haifa.muni.il/wp-content/uploads/2022/07/פרוטוקול-מיום-28.6.22-צו-המיסים-PDFUA.pdf)",0.0,0.0,0.0,0.3,0.0
אם אני רוצה לשלם ארנונה — למי פונים?,adaptive,adaptive_both,True,True,both,"מוקד תשלומים – טלפון 1-700-700-060 (מענה אנושי: ימים א’ – ה’ בין השעות 07:30 – 14:30 | מענה ממוחשב: 24 שעות ביממה).

תשלום בהוראת קבע בבנק - יש למלא ולהחתים את סניף הבנק על טופס הוראה לחיוב חשבון הבנק.

באתר אינטרנט מאובטח - תשלום בכרטיס אשראי.","אני מתנצל, אך על בסיס המסמכים שסופקו לי (הדוח הכספי של עיריית חיפה לשנת 2024), אין מידע לגבי אופן ביצוע תשלומי הארנונה, פרטי קשר של מחלקת הגבייה, הסדרת חובות או שימוש בשירות התשלומים המקוון. המסמכים מכילים נתונים כספיים מספריים בלבד.",1.0,1.0,0.0,1.0,0.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,adaptive,adaptive_enrichment_only,True,False,enrichment_only,"לפנות למוקד הארנונה / מוקד השירות לתושב עם פרטי הנכס והדייר החדש, כדי לעדכן את רישומי הארנונה.

אפשר לפנות באמצעות טלפון או דואר־אלקטרוני (אם קיים) לשירות הארנונה ולעדכן את שינוי המחזיק.

לפעמים יש צורך למלא טופס העברת בעלות / מחזיק — ולשלוח אותו לעירייה (פיזית או דיגיטלית).","על סמך המסמכים שסופקו לי, אין בידי המידע הנוגע לאופן ביצוע החלפת מחזיק בנכס (חילופי מחזיקים בדירה שכורה), הקישור לטופס המקוון, או אופן עדכון פרטי חיוב ותשלומים במערכת city4u.

המסמכים הקיימים דנים בנושאים משפטיים של מועד תחילת חיוב בארנונה וניהול נכסי עירייה, אך אינם מפרטים את ההליך הבירוקרטי לתושב עבור החלפת מחזיקים.",0.0,1.0,0.0,1.0,0.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,adaptive,adaptive_reranking_only,False,True,reranking_only,"לפנות למוקד הארנונה / מוקד השירות לתושב עם פרטי הנכס והדייר החדש, כדי לעדכן את רישומי הארנונה.

אפשר לפנות באמצעות טלפון או דואר־אלקטרוני (אם קיים) לשירות הארנונה ולעדכן את שינוי המחזיק.

לפעמים יש צורך למלא טופס העברת בעלות / מחזיק — ולשלוח אותו לעירייה (פיזית או דיגיטלית).","איני יודע, מכיוון שהמידע על אופן החלפת מחזיק בנכס אינו מופיע במסמכים שסופקו לי. המסמכים הקיימים עוסקים בדוח כספי לשנת 2023 ובהנחיות להצבת שילוט בתחומי התחדשות עירונית.",1.0,1.0,0.0,1.0,0.0
אם אני רוצה להחליף מחזיק בנכס (למשל דירה שכורה) — איך מעדכנים את זה?,adaptive,adaptive_both,True,True,both,"לפנות למוקד הארנונה / מוקד השירות לתושב עם פרטי הנכס והדייר החדש, כדי לעדכן את רישומי הארנונה.

אפשר לפנות באמצעות טלפון או דואר־אלקטרוני (אם קיים) לשירות הארנונה ולעדכן את שינוי המחזיק.

לפעמים יש צורך למלא טופס העברת בעלות / מחזיק — ולשלוח אותו לעירייה (פיזית או דיגיטלית).","על פי המידע המצוי במסמכים שסופקו:

על פי פקודת העיריות (סעיף 326), חובה על מי שהחזיק בנכס להודיע **בכתב** לעירייה על כך שחדל להחזיק בנכס. מי שלא מודיע על כך בכתב, מסתכן בכך שימשיך להיות מחויב בתשלום ארנונה.

המסמכים שסופקו אינם מכילים מידע לגבי רשימת המסמכים הספציפית שיש להגיש (כגון חוזה שכירות), או לגבי האפשרות לבצע את חילופי המשלמים באופן דיגיטלי דרך אתר העירייה או מערכת city4u, ולכן איני יודע לענות על חלק זה של שאלתך.

מקורות:
[מקור 1] https://www.haifa.muni.il/wp-content/uploads/2021/08/ערר-מס-21-24-PDFUA.pdf",0.4,0.0,0.2,0.7,0.2
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",adaptive,adaptive_enrichment_only,True,False,enrichment_only,"לפנות למוקד שירות / פניות הציבור של העירייה באמצעות טלפון או פקס/דוא״ל במידה ופורסם.

ניתן להגיע למשרדי השירות לתושב (או למרכז השירות) במקום — כדי לדבר עם נציג פנים אל פנים.

ניתן להגיש פנייה מקוונת (באמצעות טופס באתר) או לפתוח קריאה בדיווח ממערכת העירייה.","על סמך המסמכים שסופקו לי, איני יודע כיצד ניתן לפנות או להגיש בקשות לשירותים הכלליים שציינת (מוקד 106, פניות הציבור, דיווח על מפגעים או שירותי רווחה), שכן המידע אינו מופיע בהם.

המסמכים הקיימים עוסקים רק בבחינת שביעות רצון במרכזי השירות ובדיונים על הצעות לייעול השירות באמצעות משוב לאחר פגישות.",0.0,0.0,0.0,1.0,0.0
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",adaptive,adaptive_reranking_only,False,True,reranking_only,"לפנות למוקד שירות / פניות הציבור של העירייה באמצעות טלפון או פקס/דוא״ל במידה ופורסם.

ניתן להגיע למשרדי השירות לתושב (או למרכז השירות) במקום — כדי לדבר עם נציג פנים אל פנים.

ניתן להגיש פנייה מקוונת (באמצעות טופס באתר) או לפתוח קריאה בדיווח ממערכת העירייה.","על בסיס המסמכים שסופקו לי בלבד, איני יודע כיצד יש לפנות לשירותים כלליים, להגיש תלונות או ליצור קשר עם השירותים החברתיים, שכן המסמכים אינם מכילים פרטי התקשרות (טלפונים, מיילים או טפסים) או הסבר על אופן הפנייה.

המסמכים הקיימים מתארים באופן כללי כי מערכת השירותים החברתיים עוסקת בפיתוח מענים, כגון מוקד תעסוקה עירוני, ובמיצוי זכויות תושבים, אך לא מצוין בהם כיצד התושב יכול ליזום פנייה לקבלת שירותים אלו.

למידע נוסף אודות תחומי האחריות של המערכת כפי שהם מופיעים במסמכים:
[שירותי רווחה וביטוח לאומי 2](https://www.haifa.muni.il/wp-content/uploads/2021/08/שירותי-רווחה-וביטוח-לאומי-2.pdf)",0.0,0.0,0.0,0.7,0.0
"איך פונים לשירותים כלליים שאינם תשלומים — למשל תלונות, פניות, שירותים חברתיים?",adaptive,adaptive_both,True,True,both,"לפנות למוקד שירות / פניות הציבור של העירייה באמצעות טלפון או פקס/דוא״ל במידה ופורסם.

ניתן להגיע למשרדי השירות לתושב (או למרכז השירות) במקום — כדי לדבר עם נציג פנים אל פנים.

ניתן להגיש פנייה מקוונת (באמצעות טופס באתר) או לפתוח קריאה בדיווח ממערכת העירייה.","על סמך המסמכים שסופקו, איני יודע כיצד ליצור קשר עם מוקד 106, פניות הציבור, אגף הרווחה או השירותים החברתיים, שכן המסמכים אינם מכילים פרטי התקשרות (טלפונים, דוא""ל) או קישורים לטפסים הרלוונטיים לגופים אלו.

המידע הקיים במסמכים מתייחס לנושאים הבאים בלבד:
*   אזכור של בקרה על מוקדי השירות העירוניים ודוחות מקוונים לצורך בקרת איכות [מקור 1](https://www3.haifa.muni.il/files/2018.pdf).
*   דיון על הצעה למשוב באמצעות הודעות לאחר קבלת שירות במחלקות העירייה [מקור 2](https://www.haifa.muni.il/wp-content/uploads/2023/10/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C-%D7%99%D7%A9%D7%99%D7%91%D7%AA-%D7%9E%D7%95%D7%A2%D7%A6%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%94%D7%92%D7%94%D7%94-5.9.23-%D7%9E%D7%95%D7%A0%D7%92%D7%A9-%D7%9E%D7%95%D7%A0%D7%92%D7%A9-.pdf).
*   תהליכים במחלקת רישוי עסקים (פיילוט למסלול תצהיר) ופעילות מול המחלקה התורנית [מקור 3](https://www3.haifa.muni.il/files/2018.pdf).",0.0,0.0,0.0,0.3,0.0
