query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,adaptive,adaptive,False,False,baseline,"לפנות למוקד העירוני 106.

לשלוח הודעה דרך ווטסאפ/מסנג’ר אם השירות זמין.

לפנות למחלקת הביטחון או אגף פיקוח בעירייה.","על סמך המסמכים שסופקו, אין מידע בנוגע לאופן הדיווח על חזירי בר.

בנוגע לבעיות בטיחות, המידע הקיים במסמכים מתייחס למקרה ספציפי של פגיעה באתר בעקבות ירי טילים, שם צוין כי **הוקמה עמדת פניות תושבים על ידי העירייה במקום הפגיעה**.

בנוסף, מוזכרים במסמך באופן כללי הערוצים הבאים (ללא פירוט דרכי ההתקשרות אליהם בטקסט עצמו):
*   פניות הציבור
*   מוקדי השירות
*   מוקד עירוני בווטסאפ (בשעות הפעילות)
*   פניה במסנג'ר (בשעות הפעילות)

[מקור 1](https://www.haifa.muni.il/article/%d7%a6%d7%95%d7%95%d7%aa%d7%99-%d7%a2%d7%99%d7%a8%d7%99%d7%99%d7%94-%d7%9e%d7%aa%d7%95%d7%92%d7%91%d7%a8%d7%99%d7%9d-%d7%a4%d7%95%d7%a2%d7%9c%d7%99%d7%9d-%d7%91%d7%90%d7%aa%d7%a8-%d7%a9%d7%a1%d7%a4/)",0.2,0.1,0.2,0.3,0.1
איך מגישים בקשה להנחות או פטור בארנונה?,adaptive,adaptive,False,False,baseline,"לפנות למוקד הארנונה עם פרטי הנכס.

למלא טופס בקשה להנחה ולשלוח אותו לאגף הארנונה.

ליצור קשר עם מוקד השירות לתושב לבירור זכאות והגשת הבקשה.","על בסיס המסמכים שסופקו, אין מידע המפרט כיצד יש להגיש את הבקשה להנחה או פטור בארנונה (כגון קישור לטופס מקוון, כתובת למשלוח או שעות קבלה).

המידע הקיים במסמך [הנחות ופטורים מארנונה](https://www.haifa.muni.il/wp-content/uploads/2021/08/הנחות-ופטורים-מארנונה.pdf) מתאר את תהליך הבקרה הפנימי המבוצע על ידי העירייה (בודקות היומנים) רק **לאחר** הטיפול בפניית התושב והגשת המסמכים. תהליך זה כולל אימות נתונים מול מאגרי מידע (משרד הפנים, צריכת מים) ובדיקת כפל הנחות.",0.0,0.0,0.0,0.5,0.0
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,adaptive,adaptive,False,False,baseline,"לפנות למוקד שירות לתושב או למוקד החנייה בטלפון.

לפנות למחלקת פיקוח וחנייה בעירייה כדי לברר על אזורים חינם ותשלום.

לשלוח פנייה דיגיטלית או הודעה למוקד העירוני 106 עם פרטי המיקום.","על בסיס המידע שסופק לי במסמכים, אין מידע לגבי אופן הפנייה לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום. המסמכים הקיימים עוסקים בדוחות כספיים ואינם מכילים פרטי קשר או מידע על שירותי חנייה.",0.0,0.0,0.0,1.0,0.0
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",adaptive,adaptive,False,False,baseline,"לפנות למוקד השירות לתושב או אגף הרישום בעירייה.

למלא טופס בקשה במשרדי הרישום ולהגיש באופן פיזי.

לשלוח בקשה בדואר או פקס למוקד הרישום העירוני.","על בסיס המסמכים שסופקו לי, איני יודע את התשובה לשאלה זו.

המסמכים הקיימים עוסקים ברשימת נספחים לבקשה לפטור עמותות ובפרוטוקולים של ועדות מכרזים, ואינם מכילים מידע לגבי תהליך הבקשה לקבלת תעודות לידה או נישואין.",1.0,1.0,0.0,1.0,0.0
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,adaptive,adaptive,False,False,baseline,"להרשם ישירות במרכזי תרבות או ספריות ציבוריות בעיר.

לבדוק עם אגף החינוך או החוגים העירוניים על לוחות זמנים והרשמה.

להשתתף באירועים פתוחים ולבקש מידע על הרשמה במקום.","על בסיס המסמכים שסופקו לי, איני יודע כיצד מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות. המידע במסמכים מתייחס לפרוטוקולים של ועדות בנושאי עלייה ומכרזים ספציפיים, אך לא לתהליך הרישום או ההזמנה לציבור הרחב.",1.0,1.0,0.0,1.0,0.0
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,adaptive,adaptive,False,False,baseline,"להזמין תור מראש דרך אגף הספורט או המרכז הקהילתי.

להגיע ישירות למתקן ולבדוק זמינות עם האחראי במקום.

להשתתף בפעילויות קיץ/חוגי ספורט פתוחים לפי לוח השנה העירוני.","על סמך המסמכים שסופקו, אין מידע לגבי האופן שבו ניתן להזמין פעילויות ספורט או לשריין מתקנים כמו מגרשי כדורסל או כדורגל.",0.0,0.0,0.0,1.0,0.0
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",adaptive,adaptive,False,False,baseline,"להרשם לניוזלטרים של אגף תרבות בעירייה.

לבדוק לוחות אירועים במרכזי תרבות וספריות ציבוריות.

להגיע לאירוע פתוח ולשאול על סדנאות והשתתפות עתידית.","על סמך המסמכים שסופקו, אין מידע המפרט כיצד ניתן להירשם או לקבל עדכונים שוטפים וכלליים בנושאי תרבות, מופעים וסדנאות בעיר.

עם זאת, המסמכים מכילים מידע על אירועים ספציפיים וכן ערוצי קשר כלליים המופיעים בדפי האירועים (כגון מוקד עירוני בווטסאפ, פניה במסנג'ר, ופניות הציבור). דוגמה לאירוע תרבות המופיע במסמכים:

*   **פסטיבל ""Urban Challenge""** - תחרות ברייקדאנס ארצית לזכרו של כפיר בן ארי ז""ל.
    [פסטיבל Urban Challenge - תחרות ברייקדאנס ארצית - עיריית חיפה](https://www.haifa.muni.il/event/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-urban-challenge/)",0.0,0.0,0.0,0.7,0.0
מה העיר חיפה מציעה למבקרים בה?,adaptive,adaptive,False,False,baseline,"חיפה עיר שקטה ומטופחת המציעה מגורים בניחוח אירופאי, חופים גדולים ואיכות חיים גבוהה.

מגוון רחב של חיות בר וירוק אינסופי בעיניים יוצרים מפגש מרתק בין הקהילה לבין הטבע.

פרושים בעיר כ- 250 גנים ופארקים, 8 חופים וטיילות וגן חיות לימודי המאפשר למבקרים הצצה לחייהם של מינים רבים, ממערכות אקולוגיות שונות.","על סמך המסמכים שסופקו לי, אין מידע לגבי מה העיר חיפה מציעה למבקרים בה. המסמכים מכילים רק אזכורים שמיים לאזורים ומוסדות (כגון אוניברסיטת חיפה, מערב חיפה ונמל חיפה) בהקשר של חלוקה גאו-סטטיסטית.",0.0,0.0,0.0,1.0,0.0
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",adaptive,adaptive,False,False,baseline,"ניהול מזכירות המועצה והוועדות.

הנהלת העיר, הפועלת בכפיפות לראש העיר, מרכזת את הקשר בין מועצת העיר, וועדותיה וסגני ראש העיר לבין יחידות העירייה ומול גופים חיצוניים - בארץ ובעולם.

אחריות על ניהול מערכת הבחירות המוניציפאליות בעיר חיפה אחת ל-5 שנים.","על סמך המסמכים שסופקו, אין מידע לגבי תפקידי הנהלת העיר, קשרי חוץ ופנים.",0.0,0.0,0.0,1.0,0.0
מה תכניות העבודה לשנת 2025 של העיר חיפה?,adaptive,adaptive,False,False,baseline,"שיפור השירות לתושב החיפאי

פיתוח מרכזי תעסוקה בעיר לקידום תעשיית ההייטק וחברות ההזנק לצד עסקים קטנים ובינוניים

עידוד ההתחדשות העירונית ופרויקטים שיובילו לקידום הגירה חיובית ולשימור תושבים","על סמך המסמכים שסופקו, אינני יודע מהן תכניות העבודה לשנת 2025, שכן המידע אינו מופיע בהם.

המסמכים שסופקו כוללים מידע לגבי:
*   סיכום ישיבת מועצה משנת 2020 ([מקור 1](https://www.haifa.muni.il/wp-content/uploads/2021/07/03.03.2020-תקציר.pdf)).
*   נתוני ביצוע ותקציב לשנת 2023 ([מקור 2](https://www.haifa.muni.il/wp-content/uploads/2024/12/דוח-לתושב-לאינטרנט-העירייה.pdf)).",0.0,1.0,0.0,1.0,0.0
