query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,sentence,sentence,False,False,baseline,"לפנות למוקד העירוני 106.

לשלוח הודעה דרך ווטסאפ/מסנג’ר אם השירות זמין.

לפנות למחלקת הביטחון או אגף פיקוח בעירייה.","על סמך המסמכים שסופקו לי, אין מידע לגבי האופן בו ניתן לדווח על חזירי בר או על בעיות בטיחות בשגרה.

המידע היחיד המופיע במסמכים בנושא בטיחות ופניות תושבים מתייחס לאירוע ספציפי של נפילת טיל, בו צוין כי מהנדסי בניין אומדים את הנזקים והסכנה, וכי נפתחה עמדת שירות קדמית המאוישת על ידי נציגי האגף לפניות ציבור לסיוע לתושבים באזור הפגיעה [מקור 1], [מקור 2].",0.0,0.0,0.0,0.8,0.0
איך מגישים בקשה להנחות או פטור בארנונה?,sentence,sentence,False,False,baseline,"לפנות למוקד הארנונה עם פרטי הנכס.

למלא טופס בקשה להנחה ולשלוח אותו לאגף הארנונה.

ליצור קשר עם מוקד השירות לתושב לבירור זכאות והגשת הבקשה.","על פי המידע המופיע במסמכים שסופקו, הגשת בקשה להנחה בארנונה מתבצעת עבור הזכאויות הספציפיות המפורטות מטה באמצעות מילוי טופס וצרוף מסמכים:

*   **הנחת אזרח ותיק:** יש למלא [טופס](https://www.haifa.muni.il/resident-service/arnona/tax-rebates/) ולצרף תעודת אזרח ותיק וכן פירוט הכנסות המחזיק והגרים עימו בשלושת החודשים שלפני הגשת הבקשה. כמו כן, צוין כי לשינוי הרישום יש להצטייד בהעתק חוזה שכירות.
*   **הנחה לפדויי שבי:** יש למלא [טופס](https://www.haifa.muni.il/resident-service/arnona/tax-rebates/) ולצרף אישור ממשרד הביטחון.

איני יודע כיצד מגישים בקשה להנחות מסוגים אחרים שלא פורטו במסמכים אלו.",1.0,0.2,0.3,0.6,0.3
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,sentence,sentence,False,False,baseline,"לפנות למוקד שירות לתושב או למוקד החנייה בטלפון.

לפנות למחלקת פיקוח וחנייה בעירייה כדי לברר על אזורים חינם ותשלום.

לשלוח פנייה דיגיטלית או הודעה למוקד העירוני 106 עם פרטי המיקום.","על סמך המסמכים שסופקו לי, איני יודע כיצד לפנות לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום. המידע הקיים במסמכים עוסק בהצהרת נגישות לאתר האינטרנט העירוני בלבד.",0.0,0.0,0.0,1.0,0.0
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",sentence,sentence,False,False,baseline,"לפנות למוקד השירות לתושב או אגף הרישום בעירייה.

למלא טופס בקשה במשרדי הרישום ולהגיש באופן פיזי.

לשלוח בקשה בדואר או פקס למוקד הרישום העירוני.","על סמך המסמכים שסופקו, אין בידי המידע כיצד ניתן להגיש בקשה לקבלת תעודת לידה, נישואין או תעודות אחרות. המסמכים עוסקים בנושאים אחרים כגון יקירי העיר חיפה, פסיקות משפטיות והפעלת חופים.",1.0,1.0,0.0,1.0,0.1
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,sentence,sentence,False,False,baseline,"להרשם ישירות במרכזי תרבות או ספריות ציבוריות בעיר.

לבדוק עם אגף החינוך או החוגים העירוניים על לוחות זמנים והרשמה.

להשתתף באירועים פתוחים ולבקש מידע על הרשמה במקום.","על סמך המסמכים שסופקו, המידע הקיים נוגע באופן ספציפי ל**מרכז קהילתי בית יד לבנים**.

מרכז זה מציע מערכת חוגים מגוונת בתחומי יצירה, ספורט, עיון והעשרה, וכן לימודים רב-תחומיים והרצאות.

פרטי הקשר שצוינו עבור המרכז הם:
*   **כתובת:** רח' הירקון 48
*   **טלפון:** 04-8254386
*   **אימייל:** beityad@haifa.muni.il

למידע נוסף, ניתן לעיין בעמוד המרכז באתר העירייה:
[מרכז קהילתי בית יד לבנים - עיריית חיפה](https://www.haifa.muni.il/place/community-center-yad-labanim/)

אין במסמכים שסופקו מידע כללי לגבי אופן הרישום לכלל שירותי החינוך הבלתי פורמלי בעיר, מעבר לפרטי הקשר של המרכז הנ""ל.",0.5,1.0,0.1,0.8,0.2
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,sentence,sentence,False,False,baseline,"להזמין תור מראש דרך אגף הספורט או המרכז הקהילתי.

להגיע ישירות למתקן ולבדוק זמינות עם האחראי במקום.

להשתתף בפעילויות קיץ/חוגי ספורט פתוחים לפי לוח השנה העירוני.","על סמך המסמכים שסופקו, אין מידע לגבי אופן ההזמנה של מתקני הספורט או הפעילויות.

המסמכים מציינים כי קיימים המתקנים הבאים, אך לא מפורט כיצד להזמינם:
*   **חוף הכרמל (מרידיאן):** ישנם מגרשי כדורגל וכדורעף חופים, מתקני כושר ופינות ישיבה.
*   **חוף בת גלים:** ישנו מגרש כדורסל מגודר, מתקני כושר ומועדון גלישה וצלילה המציע שירותי הדרכה והשכרה.",0.0,0.0,0.0,0.5,0.0
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",sentence,sentence,False,False,baseline,"להרשם לניוזלטרים של אגף תרבות בעירייה.

לבדוק לוחות אירועים במרכזי תרבות וספריות ציבוריות.

להגיע לאירוע פתוח ולשאול על סדנאות והשתתפות עתידית.","על סמך המסמכים שסופקו, לא מצוין מנגנון כללי לקבלת מידע (כגון רישום לניוזלטר), אך המידע על אירועי תרבות, מופעים וסדנאות מפורסם באמצעות כתבות ודפי אירועים באתר העירייה בנושאים הבאים:

*   **פעילויות וסדנאות במרכזים קהילתיים:** ניתן למצוא מידע על סדנאות יצירה וצילום, הרצאות, מופעים, שעות סיפור ופעילויות ספורט לילדים ולמבוגרים בעמוד ""קיץ חלום במרכזים הקהילתיים"":
    [קיץ חלום במרכזים הקהילתיים](https://www.haifa.muni.il/event/%d7%a7%d7%99%d7%a5-%d7%97%d7%9c%d7%95%d7%9d-%d7%91%d7%9e%d7%a8%d7%9b%d7%96%d7%99%d7%9d-%d7%94%d7%a7%d7%94%d7%99%d7%9c%d7%aa%d7%99%d7%99%d7%9d/)
*   **פסטיבלים ואירועי רחוב:** מידע על אירועים כגון פסטיבל האמנות ""רונדל"", הכולל מיצגים, תערוכות ומוזיקה ברחבי העיר:
    [אלפי מבקרים בילו במהלך סוף השבוע האחרון בפסטיבל האמנות ""רונדל""](https://www.haifa.muni.il/article/%d7%90%d7%9c%d7%a4%d7%99-%d7%9e%d7%91%d7%a7%d7%a8%d7%99%d7%9d-%d7%91%d7%99%d7%9c%d7%95-%d7%91%d7%9e%d7%94%d7%9c%d7%9a-%d7%a1%d7%95%d7%a3-%d7%94%d7%a9%d7%91%d7%95%d7%a2-%d7%94%d7%90%d7%97%d7%a8%d7%95/)
*   **תערוכות אמנות:** עדכונים על תערוכות חדשות ושיתופי פעולה בין אמנים, כגון במרכז לאמנות עכשווית:
    [תרמית פירמידה: תערוכה חדשה וייחודית במרכז לאמנות עכשווית](https://www.haifa.muni.il/article/%d7%aa%d7%a8%d7%9e%d7%99%d7%aa-%d7%a4%d7%99%d7%a8%d7%9e%d7%99%d7%93%d7%94-%d7%aa%d7%a2%d7%a8%d7%95%d7%9b%d7%94-%d7%97%d7%93%d7%a9%d7%94-%d7%91%d7%9e%d7%a8%d7%9b%d7%96-%d7%9c%d7%90%d7%9e%d7%a0%d7%95/)
*   **גינות קהילתיות:** מידע על המיזם הקהילתי ואפשרויות ההצטרפות לפעילות בגינות:
    [גינות קהילתיות](https://www.haifa.muni.il/culture/community-garden/)",0.2,0.0,0.0,0.6,0.1
מה העיר חיפה מציעה למבקרים בה?,sentence,sentence,False,False,baseline,"חיפה עיר שקטה ומטופחת המציעה מגורים בניחוח אירופאי, חופים גדולים ואיכות חיים גבוהה.

מגוון רחב של חיות בר וירוק אינסופי בעיניים יוצרים מפגש מרתק בין הקהילה לבין הטבע.

פרושים בעיר כ- 250 גנים ופארקים, 8 חופים וטיילות וגן חיות לימודי המאפשר למבקרים הצצה לחייהם של מינים רבים, ממערכות אקולוגיות שונות.","על פי המידע המופיע במסמכים, העיר חיפה מציעה למבקרים מספר נקודות עניין ואירועים:

*   **אירועים:** חגיגת דצמבר קסומה בשם ""חיפה באורות"" המתקיימת ברחבי העיר.
    *   למידע נוסף (מוזכר בעמוד ורדיה): [ורדיה - עיריית חיפה](https://www.haifa.muni.il/place/vardiya/)
*   **אדריכלות ומורשת:** ניתן לבקר בבית זאב קראוס (רחוב מסדה 37). המבנה מאופיין בסגנון הבינלאומי (באוהאוס) ושוחזר בשנת 2020 כחלק ממיזם שיפוץ חזיתות בהדר.
    *   למידע נוסף: [בית זאב קראוס - מסדה 37](https://www.haifa.muni.il/place/%d7%91%d7%99%d7%aa-%d7%96%d7%90%d7%91-%d7%a7%d7%a8%d7%90%d7%95%d7%a1-%d7%9e%d7%a1%d7%93%d7%94-37/)
*   **מוקדים נוספים:** במסמכים מוזכרים העיר התחתית (סמוך לרכבת השמונה), אזור רחוב בלפור (סמוך למדעטק), שכונת ורדיה וגנים ציבוריים כגון גן אזולאי, גן קאודרס וגינת כלבים סילבר (אבא הלל סילבר 113).
    *   למידע נוסף: [ורדיה - עיריית חיפה](https://www.haifa.muni.il/place/vardiya/)",1.0,0.0,0.0,1.0,0.1
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",sentence,sentence,False,False,baseline,"ניהול מזכירות המועצה והוועדות.

הנהלת העיר, הפועלת בכפיפות לראש העיר, מרכזת את הקשר בין מועצת העיר, וועדותיה וסגני ראש העיר לבין יחידות העירייה ומול גופים חיצוניים - בארץ ובעולם.

אחריות על ניהול מערכת הבחירות המוניציפאליות בעיר חיפה אחת ל-5 שנים.","על בסיס המידע שסופק לי במסמכים, לא קיים מידע הנוגע לתפקידי הנהלת העיר, קשרי חוץ ופנים.",0.0,0.0,0.0,1.0,0.0
מה תכניות העבודה לשנת 2025 של העיר חיפה?,sentence,sentence,False,False,baseline,"שיפור השירות לתושב החיפאי

פיתוח מרכזי תעסוקה בעיר לקידום תעשיית ההייטק וחברות ההזנק לצד עסקים קטנים ובינוניים

עידוד ההתחדשות העירונית ופרויקטים שיובילו לקידום הגירה חיובית ולשימור תושבים","על סמך המסמכים שסופקו, אין ברשותי מידע לגבי תוכניות העבודה הכוללות של עיריית חיפה לשנת 2025.

המסמכים מזכירים כי בחודש אוקטובר 2025 נערך טקס לציון שנתיים לאירועי השבעה באוקטובר, וכן מוזכרת ""תוכנית אב לקווי חייץ"" למניעת שריפות שתוצג במועצת העיר, אך לא מצוין במפורש כי היא מהווה את תוכנית העבודה לשנת 2025.",0.0,0.0,0.0,0.8,0.0
