query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,baseline,baseline,False,False,baseline,"לפנות למוקד העירוני 106.

לשלוח הודעה דרך ווטסאפ/מסנג’ר אם השירות זמין.

לפנות למחלקת הביטחון או אגף פיקוח בעירייה.","על פי המסמכים שסופקו לי, לא מופיע מידע לגבי אופן הדיווח על חזירי בר או בעיות בטיחות (כגון מספר טלפון או טופס מקוון).

המסמכים מכילים רק סיכומים תקופתיים של פעילות העירייה ורט""ג לצמצום הקונפליקט עם חזירי הבר. ניתן לעיין בסיכומים אלה בקישור הבא:
[פעילות העירייה ורט""ג לצמצום הקונפליקט עם חזירי הבר - עיריית חיפה](https://www.haifa.muni.il/operation/boars/reports/)",0.0,0.0,0.0,1.0,0.0
איך מגישים בקשה להנחות או פטור בארנונה?,baseline,baseline,False,False,baseline,"לפנות למוקד הארנונה עם פרטי הנכס.

למלא טופס בקשה להנחה ולשלוח אותו לאגף הארנונה.

ליצור קשר עם מוקד השירות לתושב לבירור זכאות והגשת הבקשה.","על סמך המסמכים שסופקו לי, איני יודע כיצד מגישים בקשה להנחות או פטור בארנונה. המסמכים הקיימים עוסקים בצווי מיסים ובדוחות מבקר העירייה, אך אינם מפרטים את ההליך או הטפסים הנדרשים לתושב לצורך קבלת הנחה.",0.0,0.0,0.0,1.0,0.0
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,baseline,baseline,False,False,baseline,"לפנות למוקד שירות לתושב או למוקד החנייה בטלפון.

לפנות למחלקת פיקוח וחנייה בעירייה כדי לברר על אזורים חינם ותשלום.

לשלוח פנייה דיגיטלית או הודעה למוקד העירוני 106 עם פרטי המיקום.","על סמך המסמכים שסופקו לי, איני יודע את התשובה לשאלתך.
המסמכים הקיימים עוסקים בפעילות העירייה בנושא חזירי בר ובמבני באוהאוס, ואינם מכילים מידע על הסדרי חנייה.",0.0,1.0,0.0,1.0,0.0
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",baseline,baseline,False,False,baseline,"לפנות למוקד השירות לתושב או אגף הרישום בעירייה.

למלא טופס בקשה במשרדי הרישום ולהגיש באופן פיזי.

לשלוח בקשה בדואר או פקס למוקד הרישום העירוני.","על סמך המידע שסופק לי, איני יודע כיצד ניתן להגיש בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת. המסמכים שברשותי עוסקים במבני באוהאוס בעיר ובדוחות פעילות בנושא חזירי הבר.",0.0,1.0,0.0,1.0,0.0
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,baseline,baseline,False,False,baseline,"להרשם ישירות במרכזי תרבות או ספריות ציבוריות בעיר.

לבדוק עם אגף החינוך או החוגים העירוניים על לוחות זמנים והרשמה.

להשתתף באירועים פתוחים ולבקש מידע על הרשמה במקום.","בהתבסס על המסמכים שסופקו, אין מידע לגבי אופן הזמנת שירותי חינוך בלתי פורמלי, חוגים או סדנאות. המידע הקיים עוסק בפעילות לצמצום הקונפליקט עם חזירי הבר ובמבני באוהאוס ברחבי העיר.",0.0,1.0,0.0,1.0,0.0
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,baseline,baseline,False,False,baseline,"להזמין תור מראש דרך אגף הספורט או המרכז הקהילתי.

להגיע ישירות למתקן ולבדוק זמינות עם האחראי במקום.

להשתתף בפעילויות קיץ/חוגי ספורט פתוחים לפי לוח השנה העירוני.","על בסיס המידע שסופק לי במסמכים, אין מידע לגבי אופן הזמנת פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל. המסמכים הקיימים עוסקים בפעילות לצמצום הקונפליקט עם חזירי הבר ובמבני באוהאוס בחיפה.",0.0,0.0,0.0,0.8,0.0
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",baseline,baseline,False,False,baseline,"להרשם לניוזלטרים של אגף תרבות בעירייה.

לבדוק לוחות אירועים במרכזי תרבות וספריות ציבוריות.

להגיע לאירוע פתוח ולשאול על סדנאות והשתתפות עתידית.","על פי המסמכים שסופקו, ניתן לקבל מידע על אירועי תרבות ופעילויות שונות באתר העירייה דרך הקטגוריות הבאות:

*   **אירועים בקהילה** – כולל מידע על מפגשים (כגון מפגשי ""שלובות"" במתנ""ס רמות אשכול) ואירועי ""חיפה באורות"":
    [אירועים בקהילה - עיריית חיפה](https://www.haifa.muni.il/event_cat/%d7%90%d7%99%d7%a8%d7%95%d7%a2%d7%99%d7%9d-%d7%91%d7%a7%d7%94%d7%99%d7%9c%d7%94?date_option=today)
*   **הופעות מוזיקה**:
    [הופעות מוזיקה - עיריית חיפה](https://www.haifa.muni.il/event_cat/music?date_option=tomorrow)
*   **משפחות וילדים**:
    [משפחות וילדים - עיריית חיפה](https://www.haifa.muni.il/event_cat/family?date_option=tomorrow)
*   **הרצאות**:
    [הרצאות](https://www.haifa.muni.il/event_cat/lectures/)",1.0,0.0,0.0,1.0,0.1
מה העיר חיפה מציעה למבקרים בה?,baseline,baseline,False,False,baseline,"חיפה עיר שקטה ומטופחת המציעה מגורים בניחוח אירופאי, חופים גדולים ואיכות חיים גבוהה.

מגוון רחב של חיות בר וירוק אינסופי בעיניים יוצרים מפגש מרתק בין הקהילה לבין הטבע.

פרושים בעיר כ- 250 גנים ופארקים, 8 חופים וטיילות וגן חיות לימודי המאפשר למבקרים הצצה לחייהם של מינים רבים, ממערכות אקולוגיות שונות.","על פי המסמכים שסופקו, המידע הזמין לגבי מה שהעיר מציעה למבקרים מתמקד באתרי אדריכלות ואירועים עונתיים:

**1. סיור וצפייה במבני באוהאוס:**
העירייה מפרטת רשימות של מבני באוהאוס לשימור וביקור בשני אזורים מרכזיים:
*   **בהדר הכרמל:** ברשימה נכללים מבנים כגון בית יוסף דיאן, בית הקרנות, מלון תלפיות (גאלרי/סאטורי), בית אברהם שבט ועוד.
    למידע נוסף ורשימת המבנים המלאה: [מבני באוהאוס בהדר הכרמל](https://www.haifa.muni.il/the-places-of-haifa/bauhaus/hadar/)
*   **בכרמל המרכזי והמערבי:** ברשימה נכללים מבנים כגון בית היאם, בית חנא (ג'ון) עספור, בית טננבוים, בית אפשטיין ועוד.
    למידע נוסף ורשימת המבנים המלאה: [מבני באוהאוס בכרמל המרכזי והמערבי](https://www.haifa.muni.il/the-places-of-haifa/bauhaus/carmel/)

**2. אירועים:**
במסמכים מוזכרת הפעילות ""חיפה באורות"" ו-""חגיגת דצמבר קסומה ברחבי העיר"" (המופיעה כחלק מהמידע בעמוד מבני הבאוהאוס בכרמל).

מעבר לכך, המסמכים עוסקים בדיווחים על פעילות לצמצום הקונפליקט עם חזירי הבר ואינם מכילים מידע נוסף על אטרקציות תיירותיות.",0.5,0.0,0.0,1.0,0.1
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",baseline,baseline,False,False,baseline,"ניהול מזכירות המועצה והוועדות.

הנהלת העיר, הפועלת בכפיפות לראש העיר, מרכזת את הקשר בין מועצת העיר, וועדותיה וסגני ראש העיר לבין יחידות העירייה ומול גופים חיצוניים - בארץ ובעולם.

אחריות על ניהול מערכת הבחירות המוניציפאליות בעיר חיפה אחת ל-5 שנים.","על בסיס המסמכים שסופקו לי, אין מידע לגבי תפקידי הנהלת העיר, קשרי חוץ ופנים. המסמכים הקיימים עוסקים בדו""חות בנושא חזירי בר ורשימות מבני באוהאוס בעיר.",0.0,0.0,0.0,1.0,0.0
מה תכניות העבודה לשנת 2025 של העיר חיפה?,baseline,baseline,False,False,baseline,"שיפור השירות לתושב החיפאי

פיתוח מרכזי תעסוקה בעיר לקידום תעשיית ההייטק וחברות ההזנק לצד עסקים קטנים ובינוניים

עידוד ההתחדשות העירונית ופרויקטים שיובילו לקידום הגירה חיובית ולשימור תושבים","על בסיס המסמכים שסופקו לי, אין בידי מידע לגבי תכניות העבודה לשנת 2025 של העיר חיפה.

המידע הקיים במסמכים מתייחס לדוחות פעילות בנושא חזירי הבר (עד חודש מאי 2024) ולרשימות מבני באוהאוס בעיר.",1.0,1.0,0.0,1.0,0.5
