query,category,strategy,expected_namespace,detected_namespace,namespace_correct,avg_score,max_score,min_score,std_score,num_results,unique_docs,doc_types,namespaces,precision,recall,accuracy,relevant_retrieved,total_relevant
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,baseline,parking,parking,True,0.10071348245,0.179435581,0.0245768428,0.05720076832222728,4,4,"{""event"": 4}","{""parking"": 4}",0.0,0.0,0.0,0,3
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,sentence,parking,parking,True,0.25469466760000004,0.269019276,0.23845166,0.012173358212084304,5,4,"{""general_info"": 5}","{""parking"": 5}",0.0,0.0,0.0,0,3
"אם קיבלתי דוח פיקוח (חניה, פסולת, קנס וכו׳) — איך משלמים או מערערים?",general,adaptive,parking,parking,True,0.3448280812,0.366150707,0.32180205,0.018344434583886886,5,1,"{""pdf"": 5}","{""parking"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,baseline,general,general,True,0.15566959700000002,0.162813053,0.141665474,0.007562987513369327,5,4,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,sentence,general,general,True,0.33509363519999996,0.433024794,0.279350787,0.0600237399068731,5,3,"{""general_info"": 3, ""event"": 2}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על חינוך, גני ילדים ותכניות לימוד?",general,adaptive,general,general,True,0.399380934,0.457422256,0.376834333,0.029817463374003556,5,5,"{""pdf"": 3, ""procedural"": 2}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,baseline,arnona,arnona,True,0.19660412959999998,0.199898377,0.18342714,0.0065884948,5,5,"{""event"": 4, ""procedural"": 1}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,sentence,arnona,arnona,True,0.3119082096,0.3147012,0.307718724,0.0034207006682459504,5,5,"{""event"": 5}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך מזמינים תור מראש לשירותים כמו ארנונה או שירותים אחרים?,general,adaptive,arnona,arnona,True,0.5356965784,0.544491351,0.530124784,0.0050829581101713575,5,5,"{""pdf"": 5}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,general,baseline,parking,parking,True,0.13395268590749998,0.323713,0.00241078623,0.11973367974694102,4,4,"{""event"": 4}","{""parking"": 4}",0.0,0.0,0.0,0,3
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,general,sentence,parking,parking,True,0.3041178166000001,0.344504386,0.265746146,0.0326941081894677,5,3,"{""event"": 3, ""general_info"": 2}","{""parking"": 5}",0.0,0.0,0.0,0,3
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,general,adaptive,parking,parking,True,0.2517211884,0.338466078,0.227785468,0.04351222296015061,5,5,"{""event"": 1, ""pdf"": 1, ""procedural"": 3}","{""parking"": 5}",0.2,0.3333333333333333,0.2,1,3
איך מגישים בקשה להנחות או פטור בארנונה?,general,baseline,arnona,arnona,True,0.3720254718,0.382280737,0.355010569,0.012602423283301765,5,5,"{""general_info"": 3, ""procedural"": 2}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך מגישים בקשה להנחות או פטור בארנונה?,general,sentence,arnona,arnona,True,0.5442151072000001,0.55420208,0.529234648,0.01223149371752733,5,3,"{""event"": 5}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך מגישים בקשה להנחות או פטור בארנונה?,general,adaptive,arnona,arnona,True,0.614197421,0.622247398,0.605189562,0.006525771684080581,5,4,"{""pdf"": 5}","{""arnona"": 5}",0.0,0.0,0.0,0,3
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,general,baseline,general,general,True,0.2248282404,0.257787466,0.200973868,0.021111191279774153,5,4,"{""general_info"": 4, ""event"": 1}","{""general"": 5}",0.0,0.0,0.0,0,3
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,general,sentence,general,general,True,0.39569760579999996,0.405317247,0.381268144,0.011781606224327239,5,3,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,general,adaptive,general,general,True,0.541535258,0.541535258,0.541535258,0.0,5,1,"{""pdf"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",general,baseline,general,general,True,0.11771347219999999,0.130179495,0.110142671,0.0074743819061522275,5,5,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",general,sentence,general,general,True,0.2141485512,0.222704321,0.20903936,0.0047681021002164556,5,5,"{""event"": 1, ""general_info"": 4}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",general,adaptive,general,general,True,0.395741421,0.4012025,0.386193782,0.005409003235216786,5,3,"{""pdf"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,general,baseline,general,general,True,0.12162079080000002,0.140206084,0.103070423,0.012019922070345026,5,4,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,general,sentence,general,general,True,0.3624909102,0.431954235,0.292272657,0.056083782610473275,5,4,"{""general_info"": 4, ""event"": 1}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,general,adaptive,general,general,True,0.40960757979999995,0.451065153,0.378295094,0.027978708987617427,5,4,"{""pdf"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,general,baseline,general,general,True,0.255928728,0.35028863,0.216995373,0.048746462388523204,5,5,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,general,sentence,general,general,True,0.43501052300000004,0.463227361,0.399239779,0.024651061087714424,5,3,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,general,adaptive,general,general,True,0.45385056859999995,0.502676249,0.415517539,0.03833537283206146,5,5,"{""general_info"": 1, ""pdf"": 3, ""event"": 1}","{""general"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",general,baseline,culture,culture,True,0.413827473,0.487436444,0.373571515,0.04540391308045008,5,5,"{""event"": 5}","{""culture"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",general,sentence,culture,culture,True,0.469494432,0.557513058,0.427129894,0.05329093772531311,5,5,"{""event"": 5}","{""culture"": 5}",0.0,0.0,0.0,0,3
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",general,adaptive,culture,culture,True,0.4033581316,0.475177258,0.363922894,0.040182816097632044,5,4,"{""pdf"": 2, ""event"": 3}","{""culture"": 5}",0.4,0.6666666666666666,0.4,2,3
מה העיר חיפה מציעה למבקרים בה?,general,baseline,general,general,True,0.4504694164,0.5316903,0.423519969,0.04076551278144261,5,5,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
מה העיר חיפה מציעה למבקרים בה?,general,sentence,general,general,True,0.49655513760000003,0.49668166,0.496487409,8.443540060331045e-05,5,5,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
מה העיר חיפה מציעה למבקרים בה?,general,adaptive,general,general,True,0.6041420488,0.630452931,0.591334,0.015119960002798905,5,2,"{""pdf"": 5}","{""general"": 5}",0.6,1.0,0.6,3,3
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",general,baseline,general,general,True,0.3907271982,0.470086604,0.353261888,0.041842753856806074,5,4,"{""general_info"": 5}","{""general"": 5}",0.2,0.3333333333333333,0.2,1,3
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",general,sentence,general,general,True,0.5129543662,0.559870362,0.476732701,0.03378404252319351,5,4,"{""event"": 2, ""general_info"": 3}","{""general"": 5}",0.0,0.0,0.0,0,3
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",general,adaptive,general,general,True,0.6114022136,0.640782714,0.60063535,0.015111778431953701,5,2,"{""pdf"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
מה תכניות העבודה לשנת 2025 של העיר חיפה?,general,baseline,general,general,True,0.40564135319999994,0.482210815,0.293172479,0.06970454026015208,5,3,"{""general_info"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
מה תכניות העבודה לשנת 2025 של העיר חיפה?,general,sentence,general,general,True,0.42016246339999996,0.432338566,0.409322888,0.009260469212750713,5,5,"{""event"": 1, ""general_info"": 4}","{""general"": 5}",0.0,0.0,0.0,0,3
מה תכניות העבודה לשנת 2025 של העיר חיפה?,general,adaptive,general,general,True,0.5656465768000001,0.586061418,0.555817187,0.010509003997486128,5,3,"{""pdf"": 5}","{""general"": 5}",0.0,0.0,0.0,0,3
