query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,baseline,baseline,False,False,baseline,"לפנות למוקד העירוני 106.

לשלוח הודעה דרך ווטסאפ/מסנג’ר אם השירות זמין.

לפנות למחלקת הביטחון או אגף פיקוח בעירייה.","על פי המסמכים שסופקו, אין מידע לגבי אופן הדיווח על חזירי בר או בעיות בטיחות.",0.0,0.0,0.0,1.0,0.0
איך מגישים בקשה להנחות או פטור בארנונה?,baseline,baseline,False,False,baseline,"לפנות למוקד הארנונה עם פרטי הנכס.

למלא טופס בקשה להנחה ולשלוח אותו לאגף הארנונה.

ליצור קשר עם מוקד השירות לתושב לבירור זכאות והגשת הבקשה.","לצערי, על סמך המסמכים שסופקו לי, אין מידע המסביר כיצד תושב יכול להגיש בקשה להנחה או פטור בארנונה.

המסמכים הקיימים עוסקים בנושאים הבאים:
*   **צווי מיסים:** מסמכים משפטיים המפרטים את תעריפי הארנונה לשנים השונות (2006-2025), בקשות לאישור חריג משרי הפנים והאוצר, ותיקונים לצווי המסים (כגון עדכון בנושא הנחה ע""פ הכנסה או החרגת תגמולי מילואים בשנת 2024, כפי שמופיע ב[מקור 10](https://www.haifa.muni.il/resident-service/arnona/taxes/)). אולם, מסמכים אלו אינם מפרטים את הליך הגשת הבקשה עבור התושב.
*   **המחלקה המינהלית:** עוסקת בהקצאת מקרקעין ותמיכות במוסדות ציבור, אך לא בהנחות ארנונה לפרטיים.
*   **דרושים:** מידע על הגשת מועמדות למשרות בעירייה.

אי לכך, אין באפשרותי להנחות אותך כיצד להגיש את הבקשה מתוך המידע הנתון.",0.0,0.0,0.0,0.5,0.0
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,baseline,baseline,False,False,baseline,"לפנות למוקד שירות לתושב או למוקד החנייה בטלפון.

לפנות למחלקת פיקוח וחנייה בעירייה כדי לברר על אזורים חינם ותשלום.

לשלוח פנייה דיגיטלית או הודעה למוקד העירוני 106 עם פרטי המיקום.","על סמך המסמכים שסופקו, אין מידע לגבי הדרך לפנות לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום.",0.0,0.0,0.0,1.0,0.0
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",baseline,baseline,False,False,baseline,"לפנות למוקד השירות לתושב או אגף הרישום בעירייה.

למלא טופס בקשה במשרדי הרישום ולהגיש באופן פיזי.

לשלוח בקשה בדואר או פקס למוקד הרישום העירוני.","על סמך המסמכים שסופקו, אין בידי המידע כיצד להגיש בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת. המידע במסמכים עוסק בנושאים כגון אנדרטאות, מפגשי ראש העיר, מדיניות פיקוד העורף וטיפול בחזירי בר.",0.0,1.0,0.0,1.0,0.0
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,baseline,baseline,False,False,baseline,"להרשם ישירות במרכזי תרבות או ספריות ציבוריות בעיר.

לבדוק עם אגף החינוך או החוגים העירוניים על לוחות זמנים והרשמה.

להשתתף באירועים פתוחים ולבקש מידע על הרשמה במקום.","על בסיס המסמכים שסופקו, אין מידע לגבי אופן הזמנת שירותי חינוך בלתי פורמלי, חוגים או סדנאות.",0.0,0.0,0.0,1.0,0.0
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,baseline,baseline,False,False,baseline,"להזמין תור מראש דרך אגף הספורט או המרכז הקהילתי.

להגיע ישירות למתקן ולבדוק זמינות עם האחראי במקום.

להשתתף בפעילויות קיץ/חוגי ספורט פתוחים לפי לוח השנה העירוני.","על בסיס המסמכים שסופקו, אין מידע המפרט כיצד ניתן לבצע הזמנות לפעילויות ספורט או לשריין מתקנים כמו מגרשי כדורסל או כדורגל.

המסמכים מזכירים את קיומם של מספר מתקני ספורט בעיר, כגון אצטדיון אתלטיקה קלה, מתחם הנינג'ה בנווה פז, מגרש המטקות בחוף נאות ומגרשי אגריטק, אך לא מצוין בהם נוהל הרישום או ההזמנה.

למידע נוסף אודות המתקנים שהוזכרו במסמכים:
[אצטדיון אתלטיקה קלה - עיריית חיפה](https://www.haifa.muni.il/place/athletics-stadium/)",0.0,0.0,0.0,0.5,0.0
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",baseline,baseline,False,False,baseline,"להרשם לניוזלטרים של אגף תרבות בעירייה.

לבדוק לוחות אירועים במרכזי תרבות וספריות ציבוריות.

להגיע לאירוע פתוח ולשאול על סדנאות והשתתפות עתידית.","על פי המסמכים שסופקו, ניתן לקבל מידע על תרבות, מופעים ופעילויות בעיר באמצעות העמודים הבאים באתר עיריית חיפה:

*   **תרבות, ספורט וקהילה:** מידע כללי בנושא ניתן למצוא בעמוד [תרבות, ספורט וקהילה](https://www.haifa.muni.il/the-places-of-haifa/).
*   **הופעות מוזיקה:** ניתן להתעדכן בעמוד [הופעות מוזיקה](https://www.haifa.muni.il/event_cat/music?date_option=tomorrow).
*   **אירועים בקהילה:** מידע על פעילויות שונות (כגון ""גן עם אמא"" ו""מפגשי שלובות"") במתנ""סים (כגון רמות ספיר ורמות אשכול) מופיע בעמוד [אירועים בקהילה](https://www.haifa.muni.il/event_cat/%d7%90%d7%99%d7%a8%d7%95%d7%a2%d7%99%d7%9d-%d7%91%d7%a7%d7%94%d7%99%d7%9c%d7%94/).
*   **הרצאות:** קיימת קטגוריה המוקדשת ל-[הרצאות](https://www.haifa.muni.il/event_cat/lectures/).
*   **רישום למופעים:** במופעים ספציפיים, כגון המופע [BLUE BALLS](https://www.haifa.muni.il/event/%d7%9e%d7%95%d7%a4%d7%a2-blue-balls/), ניתן למלא פרטים בטופס הרשמה ייעודי.

כמו כן, המקורות מזכירים את אירועי ""חיפה באורות"" ו-""דצמבר קסומה ברחבי העיר"".",1.0,0.0,0.0,0.8,0.3
מה העיר חיפה מציעה למבקרים בה?,baseline,baseline,False,False,baseline,"חיפה עיר שקטה ומטופחת המציעה מגורים בניחוח אירופאי, חופים גדולים ואיכות חיים גבוהה.

מגוון רחב של חיות בר וירוק אינסופי בעיניים יוצרים מפגש מרתק בין הקהילה לבין הטבע.

פרושים בעיר כ- 250 גנים ופארקים, 8 חופים וטיילות וגן חיות לימודי המאפשר למבקרים הצצה לחייהם של מינים רבים, ממערכות אקולוגיות שונות.","על סמך המסמכים שסופקו, העיר חיפה מציעה למבקרים את האירועים והמקומות הבאים:

**אירועים:**
*   ""חיפה באורות"".
*   ""חגיגת דצמבר קסומה ברחבי העיר"".

**אתרים, גנים ואנדרטאות:**
*   [אנדרטת הנופלים, גשר גדוד 22](https://www.haifa.muni.il/place/22nd-battalion-bridge/) (באזור זה מוזכרים גם ""פינת התישבי"" ו-""חורשת הנופלים"").
*   [גן קאודרס](https://www.haifa.muni.il/place/%d7%92%d7%9f-%d7%a7%d7%90%d7%95%d7%93%d7%a8%d7%a1/)
*   [אנדרטה גן הזיכרון](https://www.haifa.muni.il/place/memorial-garden/)
*   [גן ""אורלי אופיר""](https://www.haifa.muni.il/place/orly-ofir/)
*   [זאב פרידמן](https://www.haifa.muni.il/place/zeev-friedman/)
*   [שמיאל יניב](https://www.haifa.muni.il/place/shmiel-yaniv/)

**מידע ושירותים נוספים:**
*   [ארכיון העיר](https://www.haifa.muni.il/city-and-muni/)
*   נגישות לאנשים עם מוגבלות.",0.3,0.0,0.0,0.5,0.1
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",baseline,baseline,False,False,baseline,"ניהול מזכירות המועצה והוועדות.

הנהלת העיר, הפועלת בכפיפות לראש העיר, מרכזת את הקשר בין מועצת העיר, וועדותיה וסגני ראש העיר לבין יחידות העירייה ומול גופים חיצוניים - בארץ ובעולם.

אחריות על ניהול מערכת הבחירות המוניציפאליות בעיר חיפה אחת ל-5 שנים.","על סמך המסמכים שסופקו, אין מידע המפרט את תפקידי הנהלת העיר או האגף לקשרי חוץ ופנים. המסמכים מכילים בעיקר מידע על דוחות בנושא חזירי בר, אתרי הנצחה וגנים, ועדכונים כלליים, אך לא פירוט ארגוני של מחלקות אלו.",0.0,0.0,0.0,1.0,0.0
מה תכניות העבודה לשנת 2025 של העיר חיפה?,baseline,baseline,False,False,baseline,"שיפור השירות לתושב החיפאי

פיתוח מרכזי תעסוקה בעיר לקידום תעשיית ההייטק וחברות ההזנק לצד עסקים קטנים ובינוניים

עידוד ההתחדשות העירונית ופרויקטים שיובילו לקידום הגירה חיובית ולשימור תושבים","איני יודע. על סמך המידע הקיים במסמכים שסופקו, לא מופיע פירוט לגבי תכניות העבודה של עיריית חיפה לשנת 2025.

המסמכים כוללים רשימות של דוחות סיכום פעילות בנושא צמצום הקונפליקט עם חזירי הבר עם כותרות לחודשי שנת 2025, אך לא מופיע בהם תוכן של תכנית עבודה עירונית.",0.0,0.0,0.0,1.0,0.0
