query,strategy,config,use_query_enhancement,use_reranking,combination,gold_answer,rag_answer,correctness,faithfulness,completeness,conciseness,overall
איך מדווחים על חזירי בר או בעיות בטיחות בתושבים?,adaptive,adaptive,False,False,baseline,"לפנות למוקד העירוני 106.

לשלוח הודעה דרך ווטסאפ/מסנג’ר אם השירות זמין.

לפנות למחלקת הביטחון או אגף פיקוח בעירייה.","על סמך המסמכים שסופקו, אין מידע לגבי אופן הדיווח על חזירי בר.

בנוגע לדיווח על בעיות בטיחות ופניות תושבים, במסמך העוסק בפעילות באתר שספג פגיעת טילים, מצוין כי העירייה הקימה **עמדת פניות תושבים במקום הפגיעה**.

בנוסף, מוזכרים ערוצי הקשר הבאים המופיעים באתר העירייה:
*   פניות הציבור
*   מוקדי השירות
*   מוקד העירוני בווטסאפ (רק בשעות הפעילות)
*   פניה במסנג'ר (רק בשעות הפעילות)

מקור:
[צוותי עירייה מתוגברים פועלים באתר שספג פגיעה בעקבות ירי הטילים לחיפה - עמדת פניות תושבים הוקמה ע""י העירייה במקום הפגיעה](https://www.haifa.muni.il/article/%d7%a6%d7%95%d7%95%d7%aa%d7%99-%d7%a2%d7%99%d7%a8%d7%99%d7%99%d7%94-%d7%9e%d7%aa%d7%95%d7%92%d7%91%d7%a8%d7%99%d7%9d-%d7%a4%d7%95%d7%a2%d7%9c%d7%99%d7%9d-%d7%91%d7%90%d7%aa%d7%a8-%d7%a9%d7%a1%d7%a4/)",0.3,0.2,0.2,0.1,0.2
איך מגישים בקשה להנחות או פטור בארנונה?,adaptive,adaptive,False,False,baseline,"לפנות למוקד הארנונה עם פרטי הנכס.

למלא טופס בקשה להנחה ולשלוח אותו לאגף הארנונה.

ליצור קשר עם מוקד השירות לתושב לבירור זכאות והגשת הבקשה.","על סמך המסמכים שסופקו, אין מידע המפרט כיצד יש להגיש את הבקשה להנחה או פטור בארנונה.

המסמכים מתארים רק את תהליך הבקרה המתבצע **לאחר** הטיפול בפניית התושב, במסגרתו נבדקת הימצאותם של המסמכים הרלוונטיים לקבלת ההנחה ומתבצע אימות נתונים [מקור 2](https://www.haifa.muni.il/wp-content/uploads/2021/08/הנחות-ופטורים-מארנונה.pdf).

לכן, איני יודע לענות על שאלתך מתוך המידע הקיים.",0.0,0.0,0.0,1.0,0.0
איך פונים לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום?,adaptive,adaptive,False,False,baseline,"לפנות למוקד שירות לתושב או למוקד החנייה בטלפון.

לפנות למחלקת פיקוח וחנייה בעירייה כדי לברר על אזורים חינם ותשלום.

לשלוח פנייה דיגיטלית או הודעה למוקד העירוני 106 עם פרטי המיקום.","מצטער, אך על סמך המסמכים שסופקו לי, לא קיים מידע בנוגע לאופן הפנייה לקבלת מידע על חנייה חינם או אזורי חנייה בתשלום. המסמכים הקיימים עוסקים בנתוני הכנסות בלבד.",0.0,0.0,0.0,1.0,0.0
"איך מגישים בקשה לקבלת תעודת לידה, נישואין או תעודה אחרת?",adaptive,adaptive,False,False,baseline,"לפנות למוקד השירות לתושב או אגף הרישום בעירייה.

למלא טופס בקשה במשרדי הרישום ולהגיש באופן פיזי.

לשלוח בקשה בדואר או פקס למוקד הרישום העירוני.","לצערי, אין במסמכים שסופקו לי מידע לגבי אופן הגשת בקשה לקבלת תעודת לידה, נישואין או תעודות אחרות מסוג זה. המידע הקיים במסמכים עוסק בבקשות לפטור לעמותות ובמכרזים עירוניים.",0.0,0.0,0.0,1.0,0.0
איך מזמינים שירותי חינוך בלתי פורמלי כמו חוגים או סדנאות?,adaptive,adaptive,False,False,baseline,"להרשם ישירות במרכזי תרבות או ספריות ציבוריות בעיר.

לבדוק עם אגף החינוך או החוגים העירוניים על לוחות זמנים והרשמה.

להשתתף באירועים פתוחים ולבקש מידע על הרשמה במקום.","על בסיס המידע המצוי במסמכים שסופקו לי, איני יודע כיצד ניתן להזמין שירותי חינוך בלתי פורמלי, חוגים או סדנאות.

המסמכים מכילים אזכור יחיד לאישור סדנת פעילויות (""דן קרטינג"") במסגרת ועדת מכרזים [מקור 2], אך לא מפורט בהם תהליך הרישום או ההזמנה לציבור הרחב.",0.0,1.0,0.0,1.0,0.0
איך מזמינים פעילויות ספורט או מתקנים כמו מגרשי כדורסל או כדורגל?,adaptive,adaptive,False,False,baseline,"להזמין תור מראש דרך אגף הספורט או המרכז הקהילתי.

להגיע ישירות למתקן ולבדוק זמינות עם האחראי במקום.

להשתתף בפעילויות קיץ/חוגי ספורט פתוחים לפי לוח השנה העירוני.","על סמך המידע שנמצא במסמכים שסופקו, איני יודע כיצד מזמינים פעילויות ספורט או מתקנים. המסמכים הקיימים עוסקים בנושאים אחרים (כגון הסדרי תנועה באצטדיון העירוני ומיקומי מחזור).",0.0,0.0,0.0,1.0,0.0
"איך מקבלים מידע על תרבות, מופעים, וסדנאות בעיר?",adaptive,adaptive,False,False,baseline,"להרשם לניוזלטרים של אגף תרבות בעירייה.

לבדוק לוחות אירועים במרכזי תרבות וספריות ציבוריות.

להגיע לאירוע פתוח ולשאול על סדנאות והשתתפות עתידית.","על בסיס המסמכים שסופקו, **איני יודע** מהי הדרך הכללית לקבלת מידע שוטף או הרשמה לעדכונים בנושאי תרבות, מופעים וסדנאות בעיר, שכן המסמכים מתמקדים בתיאור אירועים ספציפיים (כגון פסטיבל הצגות הילדים ופסטיבל הברייקדאנס).

עם זאת, באחד המסמכים העוסק באירוע תרבות, מפורטים **ערוצי קשר כלליים** מול העירייה, המופיעים באתר:

*   מוקד עירוני בווטסאפ (רק בשעות הפעילות).
*   פנייה במסנג'ר (רק בשעות הפעילות).
*   פניות הציבור.
*   מוקדי השירות.
*   יצירת קשר / זימון תורים.

פרטי הקשר הללו מופיעים בדף האירוע הבא:
[פסטיבל Urban Challenge - תחרות ברייקדאנס ארצית](https://www.haifa.muni.il/event/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-urban-challenge/)",0.2,0.0,0.0,0.4,0.1
מה העיר חיפה מציעה למבקרים בה?,adaptive,adaptive,False,False,baseline,"חיפה עיר שקטה ומטופחת המציעה מגורים בניחוח אירופאי, חופים גדולים ואיכות חיים גבוהה.

מגוון רחב של חיות בר וירוק אינסופי בעיניים יוצרים מפגש מרתק בין הקהילה לבין הטבע.

פרושים בעיר כ- 250 גנים ופארקים, 8 חופים וטיילות וגן חיות לימודי המאפשר למבקרים הצצה לחייהם של מינים רבים, ממערכות אקולוגיות שונות.","על בסיס המסמכים שסופקו, אין מידע המפרט מה העיר חיפה מציעה למבקרים בה. המסמכים כוללים רק אזכורים של שמות מקומות כגון אוניברסיטת חיפה, נמל חיפה ומערב חיפה, כחלק מתוך מסמך [החלוקה הגאו סטטיסטית ומפות העיר](https://www.haifa.muni.il/wp-content/uploads/2021/08/2019החלוקה-הגאו-סטטיסטית-ומפות-העיר.pdf).",0.0,0.0,0.0,1.0,0.0
"מה תפקידי הנהלת העיר, קשרי חוץ ופנים?",adaptive,adaptive,False,False,baseline,"ניהול מזכירות המועצה והוועדות.

הנהלת העיר, הפועלת בכפיפות לראש העיר, מרכזת את הקשר בין מועצת העיר, וועדותיה וסגני ראש העיר לבין יחידות העירייה ומול גופים חיצוניים - בארץ ובעולם.

אחריות על ניהול מערכת הבחירות המוניציפאליות בעיר חיפה אחת ל-5 שנים.","על סמך המסמכים שסופקו, אין מידע לגבי תפקידי הנהלת העיר, קשרי חוץ ופנים.

המסמכים המצורפים עוסקים בנושא אישור הסכמי פיתוח לפי סעיף 198א לפקודת העיריות [מקור 1](https://www.haifa.muni.il/wp-content/uploads/2023/10/חוות-דעת-למועצה-PDFUA.pdf) ובחלוקה גיאוסטטיסטית של העיר [מקור 2](https://www.haifa.muni.il/wp-content/uploads/2023/01/חלוקה-גיאוסטטיסטית-ומפות-העיר.pdf).",0.0,0.0,0.0,1.0,0.0
מה תכניות העבודה לשנת 2025 של העיר חיפה?,adaptive,adaptive,False,False,baseline,"שיפור השירות לתושב החיפאי

פיתוח מרכזי תעסוקה בעיר לקידום תעשיית ההייטק וחברות ההזנק לצד עסקים קטנים ובינוניים

עידוד ההתחדשות העירונית ופרויקטים שיובילו לקידום הגירה חיובית ולשימור תושבים","על בסיס המידע במסמכים שסופקו לי, איני יודע מהן תכניות העבודה לשנת 2025. המסמכים הקיימים מתייחסים לנתונים מהשנים 2020 ו-2023 בלבד.",0.0,1.0,0.0,1.0,0.0
